Date,IPO Name,Profile,Issue Size (in crores),QIB,HNI,RII,Total,Issue,Listing Open,Listing Close,Listing Gains(%),CMP,Current  Gains (%)
01-10-10,Tirupati Inks,https://www.moneycontrol.com/ipo/tirupati-inks_TI22.html,51.5,1.78,23.18,12.59,8.77,43.0,53.95,36.65,-14.77,1.59,-96.3
29-09-10,Indosolar,https://www.moneycontrol.com/ipo/indosolar_I10.html,357.0,1.44,1.3,1.81,1.55,29.0,29.75,23.7,-18.28,2.94,-89.86
09-09-10,Gujarat Pipavav,https://www.moneycontrol.com/ipo/gujarat-pipavav_GPP03.html,500.0,13.2,85.7,9.15,19.94,46.0,56.25,54.05,17.5,110.80,140.87
25-08-10,Prakash Steelag,https://www.moneycontrol.com/ipo/prakash-steelag_PS16.html,68.75,1.27,10.91,6.62,4.53,110.0,118.55,18.8,-82.91,1.57,-98.57
18-08-10,Bajaj Consumer ,https://www.moneycontrol.com/ipo/bajaj-consumer-_BC14.html,297.0,20.19,53.49,6.62,19.29,660.0,730.0,151.65,-77.02,285.00,-56.82
16-08-10,Bharat Fin,https://www.moneycontrol.com/ipo/bharat-fin_SM15.html,1653.97,20.38,18.26,2.81,13.69,985.0,1036.0,1088.58,10.52,898.20,-8.81
28-07-10,Shri Aster,https://www.moneycontrol.com/ipo/shri-aster_AS24.html,53.1,0.01,12.46,7.41,4.47,118.0,127.7,199.1,68.73,1.28,-98.92
21-07-10,Hindustan Media,https://www.moneycontrol.com/ipo/hindustan-media_HMV.html,270.0,8.98,3.39,1.0,5.43,166.0,177.95,189.2,13.98,87.20,-47.47
16-07-10,Technofab Engg,https://www.moneycontrol.com/ipo/technofab-engg_TE12.html,71.76,4.28,48.85,10.03,12.78,240.0,265.0,295.65,23.19,6.85,-97.15
01-07-10,Parabolic Drugs,https://www.moneycontrol.com/ipo/parabolic-drugs_PD06.html,200.0,1.48,1.2,0.4,1.04,75.0,76.0,64.8,-13.6,5.70,-92.4
21-05-10,Jaypee Infra,https://www.moneycontrol.com/ipo/jaypee-infra_JI07.html,1650.0,1.77,1.15,0.61,1.24,102.0,98.0,91.3,-10.49,2.16,-97.88
20-05-10,SJVN,https://www.moneycontrol.com/ipo/sjvn_S14.html,1079.0,9.03,3.39,3.12,6.64,26.0,27.1,25.05,-3.65,27.25,4.81
19-05-10,GB Global,https://www.moneycontrol.com/ipo/gb-global_MI38.html,107.9,7.97,10.52,2.81,6.32,130.0,131.0,133.65,2.81,9.80,-92.46
18-05-10,Tarapur Trans,https://www.moneycontrol.com/ipo/tarapur-trans_TT11.html,63.75,0.03,5.08,2.74,1.74,75.0,75.0,56.9,-24.13,5.31,-92.92
13-05-10,NEL HOLDINGS SO,https://www.moneycontrol.com/ipo/nel-holdings-so_NE07.html,405.0,2.54,0.22,0.16,1.16,54.0,50.0,50.95,-5.65,2.58,-95.22
10-05-10,Talwalkars Fitn,https://www.moneycontrol.com/ipo/talwalkars-fitn_TBV.html,77.44,35.43,51.48,8.43,28.39,128.0,138.0,162.6,27.03,1.45,-98.87
16-04-10,Goenka Diamond,https://www.moneycontrol.com/ipo/goenka-diamond_GDJ01.html,145.0,0.78,2.99,0.66,1.07,135.0,130.0,12.79,-90.53,1.25,-99.07
12-04-10,Intrasoft Tech,https://www.moneycontrol.com/ipo/intrasoft-tech_IT04.html,53.65,21.97,21.6,13.51,18.95,145.0,140.0,159.35,9.9,114.55,-21.0
09-04-10,Shree Ganesh,https://www.moneycontrol.com/ipo/shree-ganesh_SGJ.html,385.29,1.38,6.13,1.39,1.96,260.0,258.85,163.25,-37.21,0.82,-99.68
06-04-10,Persistent,https://www.moneycontrol.com/ipo/persistent_PS15.html,168.01,144.43,107.73,21.69,93.6,310.0,400.0,204.0,-34.19,"3,131.00",910.0
05-04-10,Pradip Overseas,https://www.moneycontrol.com/ipo/pradip-overseas_PO04.html,116.6,8.57,45.35,10.53,14.08,110.0,120.0,89.29,-18.83,1.20,-98.91
30-03-10,ILandFS Trans,https://www.moneycontrol.com/ipo/ilandfs-trans_ITN.html,700.0,52.61,39.39,4.56,33.42,258.0,287.0,253.68,-1.67,5.42,-97.9
29-03-10,DQ Entertain,https://www.moneycontrol.com/ipo/dq-entertain_DEI01.html,128.38,93.86,272.88,19.45,86.33,80.0,135.0,108.55,35.69,0.91,-98.86
18-03-10,United Bank,https://www.moneycontrol.com/ipo/united-bank_UBO.html,330.0,47.08,39.15,9.8,33.38,66.0,77.0,68.8,4.24,4.48,-93.21
11-03-10,Man Infra,https://www.moneycontrol.com/ipo/man-infra_MI37.html,142.0,96.06,104.57,10.26,62.53,252.0,335.0,69.65,-72.36,65.10,-74.17
10-03-10,Texmo Pipes,https://www.moneycontrol.com/ipo/texmo-pipes_TPP.html,45.0,1.02,30.5,7.26,7.48,90.0,92.8,137.25,52.5,54.20,-39.78
03-03-10,ARSS Infra,https://www.moneycontrol.com/ipo/arss-infra_AIP.html,103.0,49.34,124.53,18.55,47.62,450.0,640.0,736.3,63.62,31.50,-93.0
25-02-10,Hathway Cable,https://www.moneycontrol.com/ipo/hathway-cable_HCD.html,735.4,1.43,4.29,0.28,1.36,240.0,246.0,41.56,-82.68,26.05,-89.15
24-02-10,DB Realty,https://www.moneycontrol.com/ipo/db-realty_DR.html,1500.0,1.35,1.21,0.01,0.85,468.0,452.1,455.4,-2.69,25.60,-94.53
24-02-10,Emmbi Ind,https://www.moneycontrol.com/ipo/emmbi-ind_EP09.html,43.08,0.43,5.55,0.46,1.2,45.0,46.0,28.65,-36.33,113.80,152.89
23-02-10,Aqua Logistics,https://www.moneycontrol.com/ipo/aqua-logistics_AL14.html,150.0,0.26,5.07,3.0,1.94,220.0,225.0,24.46,-88.88,1.40,-99.36
19-02-10,Thangamayil,https://www.moneycontrol.com/ipo/thangamayil_TJ.html,0.0,0.52,1.52,2.26,1.12,75.0,70.0,71.1,-5.2,870.00,1060.0
15-02-10,Vascon Engineer,https://www.moneycontrol.com/ipo/vascon-engineer_VE07.html,199.8,1.12,3.65,0.62,1.22,165.0,155.9,146.38,-11.28,21.70,-86.85
15-02-10,Syncom Health,https://www.moneycontrol.com/ipo/syncom-health_SH12.html,56.25,0.99,16.6,6.25,5.17,75.0,88.0,87.85,17.13,4.06,-94.59
08-02-10,Jubilant Food,https://www.moneycontrol.com/ipo/jubilant-food_JF04.html,328.7,59.39,51.95,3.79,31.11,145.0,160.0,114.5,-21.03,"3,770.20",2500.14
03-02-10,Infinite Comp,https://www.moneycontrol.com/ipo/infinite-comp_ICS.html,189.8,48.44,106.02,11.08,43.22,165.0,178.35,184.51,11.82,473.75,187.12
